CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
31002,PHYS-019-03D,Physics II -- Bio,0,DISC,W,10:30-12:20pm,CLSSRM 267,28-AUG 12-DEC,"Reed, Emily"
31003,PHYS-019-03L,Physics II -- Bio,0,LAB,F,10:30-12:20pm,SCIENG 111,28-AUG 12-DEC,"Reed, Emily"
31004,PHYS-019-04D,Physics II -- Bio,0,DISC,W,12:30-2:20pm,CLSSRM 262,28-AUG 12-DEC,"Lopes, Joseph"
31005,PHYS-019-04L,Physics II -- Bio,0,LAB,F,12:30-2:20pm,SCIENG 111,28-AUG 12-DEC,"Lopes, Joseph"
31006,PHYS-019-05D,Physics II -- Bio,0,DISC,W,2:30-4:20pm,CLSSRM 262,28-AUG 12-DEC,"Lopes, Joseph"
31007,PHYS-019-05L,Physics II -- Bio,0,LAB,F,2:30-4:20pm,SCIENG 111,28-AUG 12-DEC,"Lopes, Joseph"
34873,PHYS-104-01,BiophysicsMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:20pm,CLSSRM 265,28-AUG 12-DEC,"Gopinathan, Ajay"
34874,PHYS-104-02D,Biophysics,0,DISC,R,8:00-8:50am,SCIENG 111,28-AUG 12-DEC,"Ando, David"
35145,PHYS-104-03D,Biophysics,0,DISC,R,9:00-9:50am,CLSSRM 267,28-AUG 12-DEC,"Ando, David"
31197,PHYS-108-01,Thermal Physics CoreMust Also Register for a Corresponding Discussion,4,LECT,MWF,3:30-4:20pm,CLSSRM 114,28-AUG 12-DEC,"Chien, Chih-Chun"
31198,PHYS-108-02D,Thermal Physics Core,0,DISC,F,1:00-1:50pm,CLSSRM 114,28-AUG 12-DEC,"Chien, Chih-Chun"
30275,PHYS-110-01,ElectrodynamicsMust Also Register for a Corresponding Discussion,4,LECT,MWF,8:30-9:20am,CLSSRM 264,28-AUG 12-DEC,"Gramada, Apostol"
30276,PHYS-110-02D,Electrodynamics,0,DISC,T,4:30-5:20pm,CLSSRM 262,28-AUG 12-DEC,"Gramada, Apostol"
30277,PHYS-137-01,Quantum MechanicsMust Also Register for a Corresponding Discussion,4,LECT,MWF,2:30-3:20pm,CLSSRM 279,28-AUG 12-DEC,"Sharping, Jay"
30602,PHYS-137-02D,Quantum Mechanics,0,DISC,W,1:30-2:20pm,CLSSRM 209,28-AUG 12-DEC,"Sharping, Jay"
31426,PHYS-141-01,Condensed Matter PhysicsMust Also Register for a Corresponding Discussion,4,LECT,TR,9:00-10:15am,CLSSRM 262,28-AUG 12-DEC,"Ghosh, Sayantani"
31427,PHYS-141-02D,Condensed Matter Physics,0,DISC,M,12:30-1:20pm,CLSSRM 265,28-AUG 12-DEC,"Ghosh, Sayantani"
35129,PHYS-180-01,Nonlinear DynamicsMust Also Register for a Corresponding Discussion,4,LECT,MW,10:30-11:45am,CLSSRM 274,28-AUG 12-DEC,"Mitchell, Kevin"
35158,PHYS-180-02D,Nonlinear Dynamics,0,DISC,W,12:00-12:50pm,CLSSRM 265,28-AUG 12-DEC,"Mitchell, Kevin"
31068,PHYS-196-01,Undergraduate Thesis,2,LAB,,TBD-TBD,CLSSRM 263,17-DEC 17-DEC,"Scheibner, Michael"
35163,PHYS-201-01,Teaching and Learning,1,LECT,F,12:00-12:50pm,CLSSRM 288,28-AUG 12-DEC,"Menke, Carrie"
34875,PHYS-204-01,BiophysicsMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:20pm,KOLLIG 396,28-AUG 12-DEC,"Gopinathan, Ajay"
34876,PHYS-204-02D,Biophysics,0,DISC,R,8:00-8:50am,CLSSRM 274,28-AUG 12-DEC,"Ando, David"
35150,PHYS-204-03D,Biophysics,0,DISC,R,9:00-9:50am,CLSSRM 267,28-AUG 12-DEC,"Ando, David"
31201,PHYS-205-01,Classical MechanicsMust Also Register for a Corresponding Discussion,4,LECT,MW,4:30-5:45pm,CLSSRM 114,28-AUG 12-DEC,"Scheibner, Michael"
31202,PHYS-205-02D,Classical Mechanics,0,DISC,MW,6:00-6:20pm,CLSSRM 114,28-AUG 12-DEC,"Scheibner, Michael"
30278,PHYS-210-01,Electrodynamics IMust Also Register for a Corresponding Discussion,4,LECT,WF,8:00-9:15am,CLSSRM 274,28-AUG 12-DEC,"Winston, Roland"
31042,PHYS-210-02D,Electrodynamics I,0,DISC,WF,9:30-9:50am,CLSSRM 274,28-AUG 12-DEC,"Winston, Roland"
31428,PHYS-241-01,Condensed Matter PhysicsMust Also Register for a Corresponding Discussion,4,LECT,TR,9:00-10:15am,CLSSRM 272,28-AUG 12-DEC,"Ghosh, Sayantani"
31429,PHYS-241-02D,Condensed Matter Physics,0,DISC,M,12:30-1:20pm,CLSSRM 274,28-AUG 12-DEC,"Ghosh, Sayantani"
35130,PHYS-280-01,Nonlinear DynamicsMust Also Register for a Corresponding Discussion,4,LECT,MW,10:30-11:45am,CLSSRM 274,28-AUG 12-DEC,"Mitchell, Kevin"
35160,PHYS-280-02D,Nonlinear Dynamics,0,DISC,W,12:00-12:50pm,CLSSRM 265,28-AUG 12-DEC,"Mitchell, Kevin"
30279,PHYS-293-01,Physics Colloquium,1,SEM,F,10:30-11:50am,CLSSRM 288,28-AUG 12-DEC,"Chien, Chih-Chun"
30404,POLI-001-01,Intro to American PoliticsMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:15pm,KOLLIG 396,28-AUG 12-DEC,"Nicholson, Stephen"
30405,POLI-001-02D,Intro to American Politics,0,DISC,M,1:30-2:20pm,CLSSRM 267,28-AUG 12-DEC,"Deol, Raman"
30406,POLI-001-03D,Intro to American Politics,0,DISC,M,2:30-3:20pm,CLSSRM 120,28-AUG 12-DEC,"Deol, Raman"
30407,POLI-001-04D,Intro to American Politics,0,DISC,F,12:30-1:20pm,CLSSRM 129,28-AUG 12-DEC,"Vue, Kau"
30408,POLI-001-05D,Intro to American Politics,0,DISC,F,1:30-2:20pm,CLSSRM 263,28-AUG 12-DEC,"Vue, Kau"
31452,POLI-001-06D,Intro to American Politics,0,DISC,M,5:30-6:20pm,CLSSRM 286,28-AUG 12-DEC,"Woo, Ae sil"
31453,POLI-001-07D,Intro to American Politics,0,DISC,M,6:30-7:20pm,CLSSRM 286,28-AUG 12-DEC,"Woo, Ae sil"
35032,POLI-005-01,Intro to International RelatnsMust Also Register for a Corresponding Discussion,4,LECT,MWF,9:30-10:20am,CLSSRM 129,28-AUG 12-DEC,"Yeh, Yao-Yuan"
35033,POLI-005-02D,Intro to International Relatns,0,DISC,M,6:30-7:20pm,KOLLIG 296,28-AUG 12-DEC,"Coe, Chelsea"
35034,POLI-005-03D,Intro to International Relatns,0,DISC,M,5:30-6:20pm,SSB 160,28-AUG 12-DEC,"Coe, Chelsea"
35035,POLI-005-04D,Intro to International Relatns,0,DISC,W,2:00-2:50pm,CLSSRM 274,28-AUG 12-DEC,"Smith, Kaitlyn"
35036,POLI-005-05D,Intro to International Relatns,0,DISC,W,12:00-12:50pm,CLSSRM 288,28-AUG 12-DEC,"Smith, Kaitlyn"
35233,POLI-010-01,Understanding Poli ControversyMust Also Register for a Corresponding Discussion,4,LECT,MWF,1:30-2:20pm,CLSSRM 282,28-AUG 12-DEC,"Yeh, Yao-Yuan"
35234,POLI-010-02D,Understanding Poli Controversy,0,DISC,F,10:30-11:20am,CLSSRM 288,28-AUG 12-DEC,"Intawan, Chanita"
35235,POLI-010-03D,Understanding Poli Controversy,0,DISC,F,3:30-4:20pm,SSB 130,28-AUG 12-DEC,"Intawan, Chanita"
30403,POLI-120-01,"Voting, Campaigns, & Elections",4,LECT,TR,3:00-4:15pm,CLSSRM 127,28-AUG 12-DEC,"Hibbing, Matt"
31258,POLI-125-01,Public Opinion,4,LECT,TR,12:00-1:15pm,CLSSRM 263,28-AUG 12-DEC,"Theodoridis, Alexander"
31254,POLI-130-01,Institutions of Democracy,4,LECT,TR,4:30-5:45pm,KOLLIG 209,28-AUG 12-DEC,"Fortunato, David"
35038,POLI-140-01,Transitions to Democracy,4,LECT,MWF,10:30-11:20am,SSB 130,28-AUG 12-DEC,"Yeh, Yao-Yuan"
35039,POLI-165-01,International Organizations,4,LECT,MWF,10:30-11:20am,SSB 130,28-AUG 12-DEC,"Conrad, Courtenay"
35041,POLI-175-01,Adv. Analysis of Poli DataMust Also Register for a Corresponding Lab,4,LECT,MW,4:30-5:45pm,CLSSRM 263,28-AUG 12-DEC,"Hansford, Thomas"
35042,POLI-175-02L,Adv. Analysis of Poli Data,0,LAB,M,11:30-12:20pm,KOLLIG 209,28-AUG 12-DEC,"Hansford, Thomas"
31457,POLI-190-01,State Repression of Human Rts,4,SEM,MWF,12:30-1:20pm,SSB 110,28-AUG 12-DEC,"Conrad, Courtenay"
35037,POLI-190-02,State Legislative Simulation,4,SEM,MWF,10:30-11:20am,SSM 154,28-AUG 19-DEC,"Monroe, Nathan"
35045,POLI-190-04,Experimental Game Theory,4,SEM,TR,4:30-5:45pm,CLSSRM 113,28-AUG 12-DEC,"LeVeck, Brad"
31274,POLI-200-01,Research Design Political Sci,4,SEM,F,12:00-2:50pm,CLSSRM 113,28-AUG 12-DEC,"Monroe, Nathan"
31275,POLI-210-01,"Quant Analysis Poli Data, I",4,SEM,R,9:00-11:45am,CLSSRM 267,28-AUG 12-DEC,"LeVeck, Brad"
34910,POLI-213-01,Experimental Methods Poli Sci,4,SEM,T,2:00-4:50pm,SSM 150,28-AUG 12-DEC,"Theodoridis, Alexander"
34911,POLI-235-01,International Institutions,4,SEM,M,1:30-4:20pm,SSM 100,28-AUG 12-DEC,"Ritter, Emily"
34912,POLI-252-01,Public Opinion,4,SEM,W,5:00-7:45pm,SSM 150,28-AUG 12-DEC,"Nicholson, Stephen"
34205,POLI-290-01,Poli Sci Research Practicum,4,TUT,,TBD-TBD,,28-AUG 12-DEC,"Hansford, Thomas"
34206,POLI-290-02,Poli Sci Research Practicum,4,TUT,,TBD-TBD,,28-AUG 12-DEC,"Nicholson, Stephen"
34207,POLI-290-03,Poli Sci Research Practicum,4,TUT,,TBD-TBD,CLSSRM 267,18-DEC 18-DEC,"Monroe, Nathan"
35266,POLI-290-04,Poli Sci Research Practicum,4,TUT,,TBD-TBD,,28-AUG 12-DEC,"Fortunato, David"
30073,PSY-001-01,Introduction to Psychology,4,LECT,MW,6:00-7:50pm,CLSSRM 102,28-AUG 12-DEC,"Avilla, Ross"
31230,PSY-001-02,Introduction to Psychology,4,LECT,TR,7:30-9:20am,CLSSRM 102,28-AUG 12-DEC,"Altman, Meaghan"
30412,PSY-010-01,Analysis of Psychological Data,4,LECT,TR,7:30-9:20am,SSB 160,28-AUG 12-DEC,"DePaoli, Sarah"
31238,PSY-010-02,Analysis of Psychological Data,4,LECT,MW,12:30-2:20pm,SSB 170,28-AUG 12-DEC,"Khislavsky, Alexander"
30416,PSY-015-01,Research Methods in Psych,4,LECT,MW,8:00-9:50pm,CLSSRM 120,28-AUG 12-DEC,"Avilla, Ross"
35092,PSY-015-02,Research Methods in Psych,4,LECT,MW,5:30-7:20pm,CLSSRM 116,28-AUG 12-DEC,"Khislavsky, Alexander"
35046,PSY-105-01,Adv Research Methods in Psych,4,LECT,TR,4:30-5:45pm,CLSSRM 262,28-AUG 12-DEC,"Vevea, Jack"
30421,PSY-123-01,"Alcohol, Drugs, and Behavior",4,LECT,MWF,1:30-2:20pm,KOLLIG 209,28-AUG 12-DEC,"Yancey, Robert"
30414,PSY-124-01,Health Disparities,4,LECT,TR,3:00-4:15pm,SSB 120,28-AUG 12-DEC,"Song, Anna"
31243,PSY-130-02,Developmental Psychology,4,LECT,TR,1:30-2:45pm,CLSSRM 116,28-AUG 12-DEC,"Walle, Eric"
31023,PSY-131-01,Social Psychology,4,LECT,TR,12:00-1:15pm,SSB 160,28-AUG 12-DEC,"Cameron, Linda"
35047,PSY-131-02,Social Psychology,4,LECT,MWF,11:30-12:20pm,SSB 130,28-AUG 12-DEC,"Zawadzki, Matthew"
31508,PSY-136-01,Cognitive Development,4,LECT,TR,4:30-5:45pm,KOLLIG 296,28-AUG 12-DEC,"Scott, Rose"
30409,PSY-140-01,Clinical Psychology,4,LECT,TR,7:30-8:45pm,SSB 120,28-AUG 12-DEC,"Khislavsky, Alexander"
30417,PSY-142-01,Abnormal Psychology,4,LECT,TR,7:30-8:45pm,KOLLIG 209,28-AUG 12-DEC,"McDiarmid, Jim"
31509,PSY-143-01,Abnormal Child Psychology,4,LECT,TR,4:30-5:45pm,SSB 170,28-AUG 12-DEC,"Wallander, Jan"
31024,PSY-145-01,Human Sexuality,4,LECT,MWF,3:30-4:20pm,SSB 120,28-AUG 12-DEC,"Avilla, Ross"
35093,PSY-145-02,Human Sexuality,4,LECT,MWF,1:30-2:20pm,SSB 120,28-AUG 12-DEC,"Maples, Inga"
30415,PSY-147-01,Health Psychology,4,LECT,TR,10:30-11:45am,SSB 120,28-AUG 12-DEC,"Tiemensma, Jitske"
31240,PSY-147-02,Health Psychology,4,LECT,TR,1:30-2:45pm,KOLLIG 209,28-AUG 12-DEC,"Wiebe, Deborah"
30419,PSY-150-01,Psych Persp on Cul/Rac/Eth Div,4,LECT,MW,7:30-8:45pm,KOLLIG 209,28-AUG 12-DEC,"McDiarmid, Jim"
30423,PSY-151-01,Psy of Stereotype and Prejudic,4,LECT,MWF,3:30-4:20pm,CLSSRM 116,28-AUG 12-DEC,"Maples, Inga"
30420,PSY-158-01,Positive Psychology,4,LECT,MWF,2:30-3:20pm,SSB 120,28-AUG 12-DEC,"Maples, Inga"
31241,PSY-159-02,Personality Psychology,4,LECT,MWF,12:30-1:20pm,KOLLIG 209,28-AUG 12-DEC,"Yancey, Robert"
35094,PSY-161-01,Perceptual Psychology,4,LECT,MWF,8:30-9:20am,SSB 130,28-AUG 12-DEC,"Altman, Meaghan"
30422,PSY-171-01,Psychological Tests,4,LECT,MWF,11:30-12:20pm,KOLLIG 209,28-AUG 12-DEC,"Yancey, Robert"
31242,PSY-180-01,Physiological Psychology,4,LECT,MWF,7:30-8:20am,SSB 130,28-AUG 12-DEC,"Altman, Meaghan"
30418,PSY-181-01,Clinical Neuropsychology,4,LECT,TR,6:00-7:15pm,SSB 120,28-AUG 12-DEC,"McDiarmid, Jim"
31510,PSY-183-01,Human Behavioral Genetics,4,LECT,TR,1:30-2:45pm,CLSSRM 114,28-AUG 12-DEC,"Gilger, Jeffrey"
31583,PSY-200A-02,Professional Seminar,4,SEM,TR,1:30-2:45pm,CLSSRM 274,28-AUG 12-DEC,"Wallander, Jan"
30411,PSY-202A-01,Adv Psych Statistics I,4,LECT,TR,9:00-10:15am,KOLLIG 396,28-AUG 12-DEC,"Vevea, Jack"
34913,PSY-205-01,Measurement Theory & Psychomet,4,LECT,TR,12:00-1:15pm,CLSSRM 274,28-AUG 12-DEC,"Shadish, William"
34914,PSY-209-01,Longitudinal Data Analysis,4,LECT,TR,10:30-11:45am,SSM 150,28-AUG 12-DEC,"DePaoli, Sarah"
30413,PSY-220-01,Health Psychology,4,LECT,TR,10:30-11:45am,CLSSRM 127,28-AUG 12-DEC,"Cameron, Linda"
34915,PSY-224-01,Health Disparities,4,LECT,TR,4:30-5:45pm,CLSSRM 274,28-AUG 12-DEC,"Song, Anna"
34916,PSY-235-01,Language Acquisition,4,LECT,TR,12:00-1:15pm,SSM 150,28-AUG 12-DEC,"Scott, Rose"
34917,PSY-290-01,Emotion,4,SEM,MW,12:30-1:45pm,CLSSRM 282,28-AUG 12-DEC,"Walle, Eric"
31057,PSY-290-02,Developmental Psychology,4,SEM,TR,3:00-4:15pm,SSM 150,28-AUG 12-DEC,"Main, Alexandra"
34918,PSY-290-03,Intro to Psychneuroimmunology,4,SEM,MW,4:30-5:45pm,SSM 100,28-AUG 12-DEC,"Tiemensma, Jitske"
35372,PSY-290-04,Health Services Research,4,SEM,F,9:00-12:00pm,SSM 100,28-AUG 12-DEC,"Brown, Paul"
34877,QSB-200-01,Molecular Cell Biology,3,LECT,TR,10:30-11:45am,CLSSRM 274,28-AUG 12-DEC,"Cleary, Michael"
35170,QSB-246-01,Community Ecology,3,LECT,MW,9:30-10:45am,KOLLIG 396,28-AUG 12-DEC,"Blois, Jessica"
34878,QSB-248-01,Advanced Topics in Ecology,3,LECT,TR,9:00-10:15am,CLSSRM 263,28-AUG 12-DEC,"Hart, Steve"
35171,QSB-271-01,Adv Neurobiology of Diseases,3,LECT,TR,3:00-4:15pm,CLSSRM 262,28-AUG 12-DEC,"Kitazawa, Masashi"
34880,QSB-281-01,Molecular DynamicsMust Also Register for a CorrespondingDiscussion and Lab,4,LECT,TR,12:00-1:15pm,SSM 104,28-AUG 12-DEC,"Colvin, Michael"
34881,QSB-281-02D,Molecular Dynamics,0,DISC,F,10:00-10:50am,CLSSRM 129,28-AUG 12-DEC,"Connolly, Timothy"
34882,QSB-281-02L,Molecular Dynamics,0,LAB,F,11:00-1:50pm,SCIENG 138,28-AUG 12-DEC,"Connolly, Timothy"
35190,QSB-281-03D,Molecular Dynamics,0,DISC,W,9:30-10:20am,CLSSRM 288,28-AUG 12-DEC,"Colvin, Michael"
35191,QSB-281-03L,Molecular Dynamics,0,LAB,W,11:00-1:50pm,SCIENG 138,28-AUG 12-DEC,"Colvin, Michael"
35166,QSB-291-01,QSB Seminar Series,1,SEM,F,1:30-2:45pm,CLSSRM 267,28-AUG 12-DEC,"Cleary, Michael"
30528,QSB-292-01,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 130,13-DEC 13-DEC,"Ardell, David"
30529,QSB-292-02,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 114,28-AUG 12-DEC,"Choi, Jinah"
30530,QSB-292-03,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 130,18-DEC 18-DEC,"Dawson, Michael"
30531,QSB-292-04,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 105,28-AUG 12-DEC,"Ojcius, David"
30532,QSB-292-05,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 127,28-AUG 12-DEC,"Ortiz, Rudy"
30533,QSB-292-06,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 282,28-AUG 12-DEC,"Loots, Gabriela"
30534,QSB-292-07,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 114,28-AUG 12-DEC,"Tsao, Meng-Lin"
30535,QSB-292-08,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 129,28-AUG 12-DEC,"McCloskey, Kara"
30536,QSB-292-09,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 105,28-AUG 12-DEC,"Cleary, Michael"
30537,QSB-292-10,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 129,28-AUG 12-DEC,"Manilay, Jennifer"
30538,QSB-292-11,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 286,28-AUG 12-DEC,"Garcia-Ojeda, Marcos"
30539,QSB-292-12,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 276,28-AUG 12-DEC,"LiWang, Patricia"
35157,QSB-292-13,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 286,28-AUG 12-DEC,"Saha, Ramendra"
30540,QSB-292-14,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 160,28-AUG 12-DEC,"Frank, Carolin"
30541,QSB-292-15,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 272,28-AUG 12-DEC,"Oviedo, Nestor"
30542,QSB-292-16,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 160,15-DEC 15-DEC,"LiWang, Andy"
30543,QSB-292-17,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 170,15-DEC 15-DEC,"Barlow, Miriam"
30544,QSB-292-18,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 276,28-AUG 12-DEC,"Chin, Wei-Chun"
30545,QSB-292-19,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 116,18-DEC 18-DEC,"Wolf, Frederick"
30546,QSB-292-20,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 160,18-DEC 18-DEC,"Filipp, Fabian"
30547,QSB-292-21,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 262,16-DEC 16-DEC,"Colvin, Michael"
31293,QSB-292-22,QSB Group Meeting,1,SEM,,TBD-TBD,KOLLIG 209,13-DEC 13-DEC,"Hart, Steve"
31300,QSB-292-23,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 288,28-AUG 12-DEC,"Kitazawa, Masashi"
31339,QSB-292-25,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 116,19-DEC 19-DEC,"Hoyer, Katrina"
31607,QSB-292-26,QSB Group Meeting,1,SEM,,TBD-TBD,SSB 130,19-DEC 19-DEC,"Escobar, Ariel"
35197,QSB-292-27,QSB Group Meeting,1,SEM,,TBD-TBD,,28-AUG 12-DEC,"Blois, Jessica"
35268,QSB-292-28,QSB Group Meeting,1,SEM,,TBD-TBD,KOLLIG 296,16-DEC 16-DEC,"Nobile, Clarissa"
35297,QSB-292-29,QSB Group Meeting,1,SEM,,TBD-TBD,CLSSRM 266,28-AUG 12-DEC,"Munoz, Victor"
30548,QSB-293-01,QSB Journal Club,1,DISC,,TBD-TBD,SSB 120,19-DEC 19-DEC,"Ardell, David"
30549,QSB-293-02,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 209,19-DEC 19-DEC,"Choi, Jinah"
30550,QSB-293-03,QSB Journal Club,1,DISC,,TBD-TBD,SSB 170,28-AUG 12-DEC,"Dawson, Michael"
30551,QSB-293-04,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 270,28-AUG 12-DEC,"Cleary, Michael"
30552,QSB-293-05,QSB Journal Club,1,DISC,,TBD-TBD,SSB 120,13-DEC 13-DEC,"Ojcius, David"
30553,QSB-293-06,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 270,28-AUG 12-DEC,"Ortiz, Rudy"
30554,QSB-293-07,QSB Journal Club,1,DISC,,TBD-TBD,SSB 120,13-DEC 13-DEC,"Loots, Gabriela"
30555,QSB-293-08,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 209,19-DEC 19-DEC,"Tsao, Meng-Lin"
30556,QSB-293-09,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 264,28-AUG 12-DEC,"McCloskey, Kara"
30557,QSB-293-10,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 116,18-DEC 18-DEC,"Hart, Steve"
30558,QSB-293-11,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 262,28-AUG 12-DEC,"Manilay, Jennifer"
30559,QSB-293-12,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 116,28-AUG 12-DEC,"Garcia-Ojeda, Marcos"
30560,QSB-293-13,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 264,28-AUG 12-DEC,"LiWang, Patricia"
35159,QSB-293-14,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 209,19-DEC 19-DEC,"Saha, Ramendra"
30561,QSB-293-15,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 264,28-AUG 12-DEC,"Frank, Carolin"
30562,QSB-293-16,QSB Journal Club,1,DISC,,TBD-TBD,SSB 120,17-DEC 17-DEC,"Oviedo, Nestor"
30563,QSB-293-17,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 116,28-AUG 12-DEC,"LiWang, Andy"
30564,QSB-293-18,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 281,28-AUG 12-DEC,"Barlow, Miriam"
30565,QSB-293-19,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 396,16-DEC 16-DEC,"Chin, Wei-Chun"
30566,QSB-293-20,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 202,28-AUG 12-DEC,"Wolf, Frederick"
30567,QSB-293-21,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 281,28-AUG 19-OCT,"Colvin, Michael"
31292,QSB-293-22,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 272,28-AUG 12-DEC,"Filipp, Fabian"
31340,QSB-293-23,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 274,13-DEC 13-DEC,"Kitazawa, Masashi"
31301,QSB-293-25,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 396,17-DEC 17-DEC,"Escobar, Ariel"
31617,QSB-293-26,QSB Journal Club,1,DISC,F,4:00-5:20pm,SSM 104,28-AUG 12-DEC,"Hoyer, Katrina"
35198,QSB-293-27,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 262,15-DEC 15-DEC,"Blois, Jessica"
35267,QSB-293-28,QSB Journal Club,1,DISC,,TBD-TBD,CLSSRM 281,28-AUG 12-DEC,"Nobile, Clarissa"
35298,QSB-293-29,QSB Journal Club,1,DISC,,TBD-TBD,KOLLIG 202,28-AUG 12-DEC,"Munoz, Victor"
30281,QSB-294-01,Respon Conduct of Research,1,LECT,M,8:30-9:20am,CLSSRM 267,28-AUG 12-DEC,"Ortiz, Rudy / Traina, Sam"
35137,QSB-296-01,Prof Skills Development,3,LECT,MW,12:30-1:50pm,CLSSRM 207,28-AUG 12-DEC,"Wolf, Frederick"
31570,QSB-297-01,Systems Biology,3,LECT,R,10:30-11:45am,CLSSRM 267,28-AUG 12-DEC,"Filipp, Fabian"
31091,QSB-298-02,Directed Group Study,1,INI,R,12:00-1:30pm,SSM 100,28-AUG 12-DEC,"Hoyer, Katrina"
31578,SCS-298-01,Directed Group StudyGraduate Statistics,3,INI,,TBD-TBD,CLSSRM 274,28-AUG 12-DEC,Staff
31579,SCS-298-02,Directed Group StudySocial Movements,3,INI,,TBD-TBD,CLSSRM 203,28-AUG 12-DEC,"Van Dyke, Nella"
30424,SOC-001-01,Introduction to SociologyMust Also Register for a Corresponding Discussion,4,LECT,TR,3:00-4:15pm,CLSSRM 102,28-AUG 12-DEC,"Dodson, Kyle"
30425,SOC-001-02D,Introduction to Sociology,0,DISC,M,9:00-9:50am,KOLLIG 296,28-AUG 12-DEC,"Daniels, Katie"
30426,SOC-001-03D,Introduction to Sociology,0,DISC,M,12:00-12:50pm,KOLLIG 396,28-AUG 12-DEC,"Daniels, Katie"
30427,SOC-001-04D,Introduction to Sociology,0,DISC,T,7:00-7:50pm,CLSSRM 129,28-AUG 12-DEC,"Metzger, Ashley"
30428,SOC-001-05D,Introduction to Sociology,0,DISC,M,7:30-8:20pm,KOLLIG 296,28-AUG 12-DEC,"Metzger, Ashley"
30506,SOC-001-06D,Introduction to Sociology,0,DISC,F,9:30-10:20am,CLSSRM 127,28-AUG 12-DEC,"Butterfield, Katie"
30507,SOC-001-07D,Introduction to Sociology,0,DISC,F,10:30-11:20am,CLSSRM 286,28-AUG 12-DEC,"Butterfield, Katie"
30583,SOC-001-08D,Introduction to Sociology,0,DISC,T,8:30-9:20pm,CLSSRM 127,28-AUG 12-DEC,"Eissinger, Michael"
31245,SOC-001-10D,Introduction to Sociology,0,DISC,F,4:00-4:50pm,CLSSRM 127,28-AUG 12-DEC,"Eissinger, Michael"
31247,SOC-010-01,Statistics for SociologyMust Also Register for a Corresponding Lab,4,LECT,TR,1:30-2:45pm,CLSSRM 110,28-AUG 12-DEC,"Dodson, Kyle"
31248,SOC-010-02L,Statistics for Sociology,0,LAB,R,4:30-5:20pm,KOLLIG 202,28-AUG 12-DEC,"Mora, Maria"
31249,SOC-010-03L,Statistics for Sociology,0,LAB,R,5:30-6:20pm,KOLLIG 202,28-AUG 12-DEC,"Mora, Maria"
30429,SOC-015-01,Sociological Research MethodsMust Also Register for a Corresponding Discussion,4,LECT,TR,12:00-1:15pm,CLSSRM 110,28-AUG 12-DEC,"Beattie, Irenee"
